"X1558","X1567","X3B","X3B.1"
1560,1685,"3B","3B"
1580,1685,"3B","3B"
1606,1616,"2A","2A"
1702,1889,"2B","2B"
1704,1713,"2B","2B"
1796,1798,"1A","1A"
1890,1898,"2B","2B"
1426,1429,"5B","5B"
1493,1502,"5A","5A"
1504,1519,"4A","4A"
1555,1574,"3B","3B"
1558,1574,"3B","3B"
1580,1685,"3B","3B"
1739,1872,"2B","2B"
1774,1775,"1A","1A"
1778,1789,"1A","1A"
1796,1798,"1A","1A"
1477,1501,"5A","5A"
1493,1502,"5A","5A"
1504,1519,"4A","4A"
1539,1705,"4A","4A"
1555,1574,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1650,1702,"Teachers","2B"
1702,1889,"2B","2B"
1706,1861,"2B","2B"
1711,1759,"1A","1A"
1713,1863,"2B","2B"
1739,1872,"2B","2B"
1749,1863,"2B","2B"
1757,1768,"1A","1A"
1774,1775,"1A","1A"
1778,1789,"1A","1A"
1819,1836,"4B","4B"
1890,1898,"2B","2B"
1458,1637,"5A","5A"
1546,1548,"4A","4A"
1558,1574,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1713,"Teachers","2B"
1706,1851,"2B","2B"
1713,1863,"2B","2B"
1730,1815,"4A","4A"
1732,1889,"2B","2B"
1749,1863,"2B","2B"
1778,1789,"1A","1A"
1890,1898,"2B","2B"
1426,1439,"5B","5B"
1437,1563,"5B","5B"
1459,1498,"5A","5A"
1468,1477,"5A","5A"
1477,1501,"5A","5A"
1546,1548,"4A","4A"
1558,1574,"3B","3B"
1574,1579,"3B","3B"
1580,1685,"3B","3B"
1618,1730,"4A","4A"
1702,1854,"2B","2B"
1702,1889,"2B","2B"
1706,1851,"2B","2B"
1708,1743,"2B","2B"
1711,1772,"1A","1A"
1711,1787,"1A","1A"
1727,1731,"3B","3B"
1732,1889,"2B","2B"
1739,1872,"2B","2B"
1749,1863,"2B","2B"
1778,1789,"1A","1A"
1890,1898,"2B","2B"
1426,1429,"5B","5B"
1437,1563,"5B","5B"
1457,1493,"5A","5A"
1457,1522,"5A","5A"
1468,1502,"5A","5A"
1477,1501,"5A","5A"
1546,1548,"4A","4A"
1574,1579,"3B","3B"
1580,1685,"3B","3B"
1618,1730,"4A","4A"
1711,1787,"1A","1A"
1732,1889,"2B","2B"
1778,1789,"1A","1A"
1802,1821,"4B","4B"
1437,1563,"5B","5B"
1457,1458,"5A","5A"
1457,1522,"5A","5A"
1458,1522,"5A","5A"
1560,1594,"3B","3B"
1574,1579,"3B","3B"
1580,1685,"3B","3B"
1675,1920,"1B","1B"
1702,1889,"2B","2B"
1801,1822,"3A","3A"
1877,1890,"2B","2B"
1437,1563,"5B","5B"
1457,1458,"5A","5A"
1457,1522,"5A","5A"
1458,1522,"5A","5A"
1477,1502,"5A","5A"
1504,1519,"4A","4A"
1545,1837,"4A","4A"
1574,1579,"3B","3B"
1580,1685,"3B","3B"
1606,1616,"2A","2A"
1656,1673,"1B","1B"
1670,1674,"1B","1B"
1687,1695,"1B","1B"
1688,1697,"1B","1B"
1702,1889,"2B","2B"
1711,1787,"1A","1A"
1719,1782,"3A","3A"
1732,1889,"2B","2B"
1757,1768,"1A","1A"
1761,1783,"1A","1A"
1778,1789,"1A","1A"
1819,1892,"4B","4B"
1437,1563,"5B","5B"
1457,1458,"5A","5A"
1457,1522,"5A","5A"
1493,1502,"5A","5A"
1503,1730,"4A","4A"
1558,1574,"3B","3B"
1574,1579,"3B","3B"
1580,1685,"3B","3B"
1632,1835,"4B","4B"
1663,1697,"1B","1B"
1702,1889,"2B","2B"
1719,1859,"3A","3A"
1743,1887,"2B","2B"
1759,1787,"1A","1A"
1912,1920,"1B","1B"
1437,1563,"5B","5B"
1457,1458,"5A","5A"
1457,1522,"5A","5A"
1493,1502,"5A","5A"
1503,1528,"4A","4A"
1558,1574,"3B","3B"
1574,1579,"3B","3B"
1574,1700,"3B","3B"
1580,1685,"3B","3B"
1632,1835,"4B","4B"
1650,1718,"Teachers","2B"
1702,1889,"2B","2B"
1711,1787,"1A","1A"
1730,1815,"4A","4A"
1732,1889,"2B","2B"
1796,1798,"1A","1A"
1802,1821,"4B","4B"
1819,1892,"4B","4B"
1877,1890,"2B","2B"
1437,1563,"5B","5B"
1457,1458,"5A","5A"
1457,1498,"5A","5A"
1457,1522,"5A","5A"
1493,1502,"5A","5A"
1558,1574,"3B","3B"
1579,1700,"3B","3B"
1580,1685,"3B","3B"
1606,1616,"2A","2A"
1663,1680,"1B","1B"
1711,1787,"1A","1A"
1718,1887,"2B","2B"
1738,1780,"3A","3A"
1796,1798,"1A","1A"
1877,1890,"2B","2B"
1427,1486,"5B","5B"
1437,1563,"5B","5B"
1477,1501,"5A","5A"
1479,1495,"5A","5A"
1551,1560,"3B","3B"
1555,1574,"3B","3B"
1558,1574,"3B","3B"
1580,1685,"3B","3B"
1606,1616,"2A","2A"
1738,1909,"3A","3A"
1749,1883,"2B","2B"
1796,1798,"1A","1A"
1802,1803,"4B","4B"
1805,1880,"4B","4B"
1865,1880,"4B","4B"
1437,1486,"5B","5B"
1437,1563,"5B","5B"
1477,1501,"5A","5A"
1479,1495,"5A","5A"
1482,1824,"5B","Teachers"
1493,1502,"5A","5A"
1503,1528,"4A","4A"
1558,1574,"3B","3B"
1580,1685,"3B","3B"
1606,1616,"2A","2A"
1708,1743,"2B","2B"
1732,1889,"2B","2B"
1805,1880,"4B","4B"
1437,1563,"5B","5B"
1477,1501,"5A","5A"
1482,1824,"5B","Teachers"
1493,1502,"5A","5A"
1503,1528,"4A","4A"
1567,1707,"3B","3B"
1580,1685,"3B","3B"
1606,1616,"2A","2A"
1708,1743,"2B","2B"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1732,1889,"2B","2B"
1772,1774,"1A","1A"
1865,1880,"4B","4B"
1437,1486,"5B","5B"
1437,1563,"5B","5B"
1458,1461,"5A","5A"
1458,1516,"5A","5A"
1477,1501,"5A","5A"
1482,1824,"5B","Teachers"
1493,1502,"5A","5A"
1503,1528,"4A","4A"
1567,1707,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1748,1782,"3A","3A"
1757,1789,"1A","1A"
1437,1563,"5B","5B"
1458,1637,"5A","5A"
1477,1501,"5A","5A"
1482,1824,"5B","Teachers"
1493,1502,"5A","5A"
1503,1528,"4A","4A"
1558,1567,"3B","3B"
1567,1707,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1711,1787,"1A","1A"
1718,1887,"2B","2B"
1749,1863,"2B","2B"
1767,1790,"1A","1A"
1796,1798,"1A","1A"
1437,1563,"5B","5B"
1458,1637,"5A","5A"
1477,1501,"5A","5A"
1477,1502,"5A","5A"
1482,1824,"5B","Teachers"
1493,1502,"5A","5A"
1504,1519,"4A","4A"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1560,1572,"3B","3B"
1567,1707,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1675,1681,"1B","1B"
1709,1833,"Teachers","3A"
1718,1887,"2B","2B"
1732,1889,"2B","2B"
1767,1790,"1A","1A"
1820,1833,"3A","3A"
1437,1563,"5B","5B"
1461,1516,"5A","5A"
1477,1501,"5A","5A"
1482,1824,"5B","Teachers"
1546,1548,"4A","4A"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1567,1707,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1835,"4B","4B"
1656,1675,"1B","1B"
1711,1787,"1A","1A"
1718,1887,"2B","2B"
1719,1859,"3A","3A"
1767,1790,"1A","1A"
1801,1859,"3A","3A"
1437,1563,"5B","5B"
1439,1480,"5B","5B"
1461,1516,"5A","5A"
1477,1501,"5A","5A"
1482,1824,"5B","Teachers"
1486,1585,"5B","5B"
1546,1548,"4A","4A"
1555,1574,"3B","3B"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1567,1707,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1718,"Teachers","2B"
1656,1673,"1B","1B"
1732,1889,"2B","2B"
1767,1790,"1A","1A"
1820,1833,"3A","3A"
1877,1890,"2B","2B"
1437,1563,"5B","5B"
1461,1516,"5A","5A"
1477,1501,"5A","5A"
1486,1585,"5B","5B"
1516,1637,"5A","5A"
1546,1548,"4A","4A"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1567,1707,"3B","3B"
1606,1616,"2A","2A"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1732,1889,"2B","2B"
1757,1789,"1A","1A"
1767,1790,"1A","1A"
1877,1890,"2B","2B"
1427,1482,"5B","5B"
1427,1578,"5B","5B"
1427,1824,"5B","Teachers"
1437,1563,"5B","5B"
1439,1480,"5B","5B"
1461,1516,"5A","5A"
1482,1578,"5B","5B"
1493,1502,"5A","5A"
1503,1528,"4A","4A"
1546,1548,"4A","4A"
1558,1567,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1730,1815,"4A","4A"
1732,1889,"2B","2B"
1767,1790,"1A","1A"
1427,1475,"5B","5B"
1427,1824,"5B","Teachers"
1461,1501,"5A","5A"
1475,1482,"5B","5B"
1475,1578,"5B","5B"
1477,1501,"5A","5A"
1482,1578,"5B","5B"
1482,1824,"5B","Teachers"
1493,1502,"5A","5A"
1546,1548,"4A","4A"
1552,1555,"3B","3B"
1552,1685,"3B","3B"
1578,1824,"5B","Teachers"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1650,1718,"Teachers","2B"
1656,1673,"1B","1B"
1656,1675,"1B","1B"
1704,1713,"2B","2B"
1730,1815,"4A","4A"
1732,1889,"2B","2B"
1819,1865,"4B","4B"
1877,1890,"2B","2B"
1475,1578,"5B","5B"
1477,1501,"5A","5A"
1482,1578,"5B","5B"
1546,1548,"4A","4A"
1558,1567,"3B","3B"
1574,1685,"3B","3B"
1578,1824,"5B","Teachers"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1702,1854,"2B","2B"
1704,1713,"2B","2B"
1708,1743,"2B","2B"
1730,1815,"4A","4A"
1732,1889,"2B","2B"
1732,1897,"2B","2B"
1749,1883,"2B","2B"
1767,1790,"1A","1A"
1796,1798,"1A","1A"
1835,1892,"4B","4B"
1430,1431,"5B","5B"
1430,1443,"5B","5B"
1431,1578,"5B","5B"
1437,1563,"5B","5B"
1457,1498,"5A","5A"
1475,1482,"5B","5B"
1475,1578,"5B","5B"
1475,1824,"5B","Teachers"
1477,1501,"5A","5A"
1482,1578,"5B","5B"
1482,1824,"5B","Teachers"
1546,1548,"4A","4A"
1546,1705,"4A","4A"
1551,1572,"3B","3B"
1552,1685,"3B","3B"
1558,1574,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1704,1713,"2B","2B"
1711,1787,"1A","1A"
1719,1748,"3A","3A"
1730,1815,"4A","4A"
1749,1863,"2B","2B"
1835,1892,"4B","4B"
1430,1431,"5B","5B"
1431,1434,"5B","5B"
1437,1563,"5B","5B"
1443,1482,"5B","5B"
1475,1482,"5B","5B"
1475,1824,"5B","Teachers"
1477,1501,"5A","5A"
1546,1548,"4A","4A"
1551,1572,"3B","3B"
1552,1555,"3B","3B"
1558,1574,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1681,1698,"1B","1B"
1708,1872,"2B","2B"
1709,1741,"Teachers","3A"
1709,1859,"Teachers","3A"
1711,1787,"1A","1A"
1718,1887,"2B","2B"
1821,1866,"4B","4B"
1885,1892,"4B","4B"
1443,1824,"5B","Teachers"
1452,1468,"5A","5A"
1475,1482,"5B","5B"
1475,1824,"5B","Teachers"
1503,1528,"4A","4A"
1546,1548,"4A","4A"
1558,1727,"3B","3B"
1574,1579,"3B","3B"
1574,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1815,"4A","4A"
1673,1675,"1B","1B"
1707,1727,"3B","3B"
1711,1787,"1A","1A"
1718,1887,"2B","2B"
1748,1859,"3A","3A"
1767,1790,"1A","1A"
1821,1857,"4B","4B"
1885,1892,"4B","4B"
1427,1475,"5B","5B"
1429,1480,"5B","5B"
1430,1435,"5B","5B"
1434,1578,"5B","5B"
1451,1668,"5A","Teachers"
1479,1495,"5A","5A"
1546,1548,"4A","4A"
1552,1685,"3B","3B"
1558,1567,"3B","3B"
1567,1574,"3B","3B"
1574,1579,"3B","3B"
1574,1685,"3B","3B"
1580,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1815,"4A","4A"
1630,1821,"4B","4B"
1713,1863,"2B","2B"
1718,1887,"2B","2B"
1730,1815,"4A","4A"
1748,1859,"3A","3A"
1767,1790,"1A","1A"
1779,1908,"1B","1B"
1782,1859,"3A","3A"
1801,1822,"3A","3A"
1431,1434,"5B","5B"
1431,1475,"5B","5B"
1437,1563,"5B","5B"
1439,1480,"5B","5B"
1461,1501,"5A","5A"
1477,1501,"5A","5A"
1503,1528,"4A","4A"
1546,1548,"4A","4A"
1552,1685,"3B","3B"
1558,1567,"3B","3B"
1567,1574,"3B","3B"
1567,1727,"3B","3B"
1574,1579,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1630,1821,"4B","4B"
1656,1673,"1B","1B"
1656,1698,"1B","1B"
1664,1779,"1B","1B"
1709,1719,"Teachers","3A"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1723,1843,"3A","3A"
1730,1815,"4A","4A"
1749,1883,"2B","2B"
1757,1789,"1A","1A"
1767,1790,"1A","1A"
1782,1859,"3A","3A"
1801,1822,"3A","3A"
1807,1880,"4B","4B"
1835,1892,"4B","4B"
1885,1892,"4B","4B"
1427,1437,"5B","5B"
1437,1563,"5B","5B"
1461,1501,"5A","5A"
1493,1502,"5A","5A"
1504,1519,"4A","4A"
1546,1548,"4A","4A"
1551,1572,"3B","3B"
1552,1685,"3B","3B"
1558,1567,"3B","3B"
1558,1727,"3B","3B"
1567,1574,"3B","3B"
1567,1727,"3B","3B"
1574,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1630,1821,"4B","4B"
1663,1697,"1B","1B"
1664,1779,"1B","1B"
1666,1670,"1B","1B"
1670,1674,"1B","1B"
1673,1698,"1B","1B"
1675,1765,"1B","1B"
1702,1854,"2B","2B"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1730,1815,"4A","4A"
1757,1789,"1A","1A"
1759,1787,"1A","1A"
1761,1789,"1A","1A"
1767,1790,"1A","1A"
1427,1437,"5B","5B"
1427,1563,"5B","5B"
1427,1578,"5B","5B"
1427,1824,"5B","Teachers"
1437,1563,"5B","5B"
1437,1824,"5B","Teachers"
1461,1501,"5A","5A"
1482,1563,"5B","5B"
1493,1502,"5A","5A"
1504,1519,"4A","4A"
1504,1837,"4A","4A"
1520,1668,"5A","Teachers"
1539,1705,"4A","4A"
1546,1548,"4A","4A"
1551,1572,"3B","3B"
1558,1567,"3B","3B"
1563,1824,"5B","Teachers"
1567,1574,"3B","3B"
1567,1727,"3B","3B"
1574,1685,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1656,1673,"1B","1B"
1661,1908,"1B","1B"
1674,1912,"1B","1B"
1702,1889,"2B","2B"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1719,1859,"3A","3A"
1730,1815,"4A","4A"
1767,1790,"1A","1A"
1801,1822,"3A","3A"
1427,1431,"5B","5B"
1427,1435,"5B","5B"
1427,1563,"5B","5B"
1431,1437,"5B","5B"
1431,1563,"5B","5B"
1434,1475,"5B","5B"
1437,1563,"5B","5B"
1437,1824,"5B","Teachers"
1439,1480,"5B","5B"
1486,1585,"5B","5B"
1493,1502,"5A","5A"
1504,1519,"4A","4A"
1539,1705,"4A","4A"
1546,1548,"4A","4A"
1551,1572,"3B","3B"
1552,1555,"3B","3B"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1558,1685,"3B","3B"
1558,1727,"3B","3B"
1560,1731,"3B","3B"
1567,1574,"3B","3B"
1567,1727,"3B","3B"
1574,1579,"3B","3B"
1601,1892,"4B","4B"
1618,1815,"4A","4A"
1656,1673,"1B","1B"
1664,1687,"1B","1B"
1670,1674,"1B","1B"
1696,1908,"1B","1B"
1702,1889,"2B","2B"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1730,1815,"4A","4A"
1757,1768,"1A","1A"
1757,1789,"1A","1A"
1767,1790,"1A","1A"
1877,1890,"2B","2B"
1434,1443,"5B","5B"
1435,1578,"5B","5B"
1437,1482,"5B","5B"
1437,1824,"5B","Teachers"
1439,1480,"5B","5B"
1493,1502,"5A","5A"
1503,1528,"4A","4A"
1504,1519,"4A","4A"
1520,1668,"5A","Teachers"
1539,1705,"4A","4A"
1546,1548,"4A","4A"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1560,1731,"3B","3B"
1567,1707,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1663,1695,"1B","1B"
1664,1779,"1B","1B"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1737,1738,"3A","3A"
1737,1780,"3A","3A"
1757,1789,"1A","1A"
1807,1880,"4B","4B"
1821,1888,"4B","4B"
1877,1890,"2B","2B"
1426,1429,"5B","5B"
1430,1482,"5B","5B"
1431,1437,"5B","5B"
1431,1443,"5B","5B"
1437,1475,"5B","5B"
1437,1824,"5B","Teachers"
1443,1475,"5B","5B"
1457,1498,"5A","5A"
1458,1502,"5A","5A"
1493,1495,"5A","5A"
1493,1637,"5A","5A"
1495,1637,"5A","5A"
1502,1637,"5A","5A"
1504,1519,"4A","4A"
1520,1668,"5A","Teachers"
1539,1705,"4A","4A"
1546,1548,"4A","4A"
1558,1567,"3B","3B"
1558,1685,"3B","3B"
1563,1824,"5B","Teachers"
1567,1707,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1632,1835,"4B","4B"
1656,1673,"1B","1B"
1656,1675,"1B","1B"
1656,1681,"1B","1B"
1661,1908,"1B","1B"
1663,1697,"1B","1B"
1666,1670,"1B","1B"
1685,1727,"3B","3B"
1711,1759,"1A","1A"
1713,1749,"2B","2B"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1730,1815,"4A","4A"
1757,1789,"1A","1A"
1821,1888,"4B","4B"
1835,1892,"4B","4B"
1426,1429,"5B","5B"
1427,1430,"5B","5B"
1427,1443,"5B","5B"
1427,1475,"5B","5B"
1430,1475,"5B","5B"
1437,1563,"5B","5B"
1443,1475,"5B","5B"
1458,1493,"5A","5A"
1458,1637,"5A","5A"
1458,1668,"5A","Teachers"
1504,1519,"4A","4A"
1546,1548,"4A","4A"
1552,1555,"3B","3B"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1560,1731,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1637,1668,"5A","Teachers"
1656,1673,"1B","1B"
1656,1698,"1B","1B"
1661,1664,"1B","1B"
1661,1908,"1B","1B"
1664,1687,"1B","1B"
1666,1670,"1B","1B"
1708,1743,"2B","2B"
1711,1759,"1A","1A"
1718,1887,"2B","2B"
1719,1748,"3A","3A"
1719,1782,"3A","3A"
1730,1815,"4A","4A"
1749,1883,"2B","2B"
1801,1822,"3A","3A"
1802,1821,"4B","4B"
1821,1857,"4B","4B"
1427,1430,"5B","5B"
1437,1563,"5B","5B"
1439,1443,"5B","5B"
1458,1637,"5A","5A"
1503,1524,"4A","4A"
1504,1519,"4A","4A"
1504,1705,"4A","4A"
1520,1668,"5A","Teachers"
1521,1831,"Teachers","4B"
1528,1532,"4A","4A"
1546,1548,"4A","4A"
1551,1572,"3B","3B"
1552,1555,"3B","3B"
1558,1574,"3B","3B"
1560,1731,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1618,1815,"4A","4A"
1632,1835,"4B","4B"
1650,1708,"Teachers","2B"
1650,1890,"Teachers","2B"
1656,1675,"1B","1B"
1702,1889,"2B","2B"
1708,1743,"2B","2B"
1708,1851,"2B","2B"
1711,1759,"1A","1A"
1719,1748,"3A","3A"
1743,1887,"2B","2B"
1801,1822,"3A","3A"
1427,1431,"5B","5B"
1430,1443,"5B","5B"
1458,1637,"5A","5A"
1475,1578,"5B","5B"
1495,1637,"5A","5A"
1503,1524,"4A","4A"
1504,1528,"4A","4A"
1504,1532,"4A","4A"
1504,1539,"4A","4A"
1551,1572,"3B","3B"
1551,1712,"3B","3B"
1558,1727,"3B","3B"
1560,1731,"3B","3B"
1567,1727,"3B","3B"
1572,1712,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1815,"4A","4A"
1632,1835,"4B","4B"
1702,1889,"2B","2B"
1708,1743,"2B","2B"
1711,1759,"1A","1A"
1749,1863,"2B","2B"
1757,1789,"1A","1A"
1429,1480,"5B","5B"
1437,1563,"5B","5B"
1458,1493,"5A","5A"
1458,1516,"5A","5A"
1461,1495,"5A","5A"
1461,1516,"5A","5A"
1461,1637,"5A","5A"
1516,1751,"5A","5A"
1548,1797,"4A","4A"
1551,1572,"3B","3B"
1558,1574,"3B","3B"
1601,1892,"4B","4B"
1618,1815,"4A","4A"
1661,1664,"1B","1B"
1702,1854,"2B","2B"
1711,1759,"1A","1A"
1749,1863,"2B","2B"
1757,1789,"1A","1A"
1820,1833,"3A","3A"
1861,1887,"2B","2B"
1429,1480,"5B","5B"
1437,1563,"5B","5B"
1443,1824,"5B","Teachers"
1458,1493,"5A","5A"
1528,1548,"4A","4A"
1552,1555,"3B","3B"
1572,1712,"3B","3B"
1574,1707,"3B","3B"
1606,1616,"2A","2A"
1632,1835,"4B","4B"
1711,1759,"1A","1A"
1749,1863,"2B","2B"
1757,1789,"1A","1A"
1759,1787,"1A","1A"
1783,1789,"1A","1A"
1430,1443,"5B","5B"
1437,1563,"5B","5B"
1443,1824,"5B","Teachers"
1458,1493,"5A","5A"
1552,1555,"3B","3B"
1560,1731,"3B","3B"
1618,1730,"4A","4A"
1618,1815,"4A","4A"
1711,1759,"1A","1A"
1757,1789,"1A","1A"
1759,1767,"1A","1A"
1759,1787,"1A","1A"
1427,1824,"5B","Teachers"
1431,1439,"5B","5B"
1439,1443,"5B","5B"
1443,1824,"5B","Teachers"
1458,1493,"5A","5A"
1461,1495,"5A","5A"
1516,1751,"5A","5A"
1560,1731,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1730,"4A","4A"
1618,1815,"4A","4A"
1661,1779,"1B","1B"
1661,1908,"1B","1B"
1687,1779,"1B","1B"
1719,1748,"3A","3A"
1757,1789,"1A","1A"
1759,1767,"1A","1A"
1801,1822,"3A","3A"
1427,1824,"5B","Teachers"
1429,1578,"5B","5B"
1430,1824,"5B","Teachers"
1461,1495,"5A","5A"
1461,1516,"5A","5A"
1516,1751,"5A","5A"
1552,1555,"3B","3B"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1618,1815,"4A","4A"
1661,1664,"1B","1B"
1702,1889,"2B","2B"
1706,1861,"2B","2B"
1711,1759,"1A","1A"
1753,1783,"Teachers","1A"
1757,1768,"1A","1A"
1757,1789,"1A","1A"
1759,1767,"1A","1A"
1802,1803,"4B","4B"
1802,1821,"4B","4B"
1865,1895,"4B","4B"
1429,1471,"5B","5B"
1431,1434,"5B","5B"
1443,1475,"5B","5B"
1551,1572,"3B","3B"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1567,1574,"3B","3B"
1567,1727,"3B","3B"
1574,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1815,"4A","4A"
1656,1673,"1B","1B"
1681,1765,"1B","1B"
1702,1889,"2B","2B"
1706,1861,"2B","2B"
1711,1759,"1A","1A"
1757,1789,"1A","1A"
1761,1789,"1A","1A"
1890,1898,"2B","2B"
1429,1475,"5B","5B"
1429,1592,"5B","5B"
1443,1475,"5B","5B"
1471,1592,"5B","5B"
1475,1592,"5B","5B"
1538,1815,"4A","4A"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1815,"4A","4A"
1711,1759,"1A","1A"
1429,1592,"5B","5B"
1443,1578,"5B","5B"
1458,1493,"5A","5A"
1558,1574,"3B","3B"
1558,1727,"3B","3B"
1567,1727,"3B","3B"
1606,1616,"2A","2A"
1618,1815,"4A","4A"
1712,1746,"3B","Teachers"
1719,1748,"3A","3A"
1739,1872,"2B","2B"
1757,1768,"1A","1A"
1759,1787,"1A","1A"
1759,1790,"1A","1A"
1857,1866,"4B","4B"
1468,1477,"5A","5A"
1482,1578,"5B","5B"
1558,1574,"3B","3B"
1558,1579,"3B","3B"
1558,1727,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1730,"4A","4A"
1618,1815,"4A","4A"
1661,1908,"1B","1B"
1675,1765,"1B","1B"
1719,1748,"3A","3A"
1730,1815,"4A","4A"
1739,1872,"2B","2B"
1803,1821,"4B","4B"
1819,1865,"4B","4B"
1912,1920,"1B","1B"
1457,1522,"5A","5A"
1458,1493,"5A","5A"
1552,1555,"3B","3B"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1558,1700,"3B","3B"
1558,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1815,"4A","4A"
1656,1675,"1B","1B"
1656,1765,"1B","1B"
1661,1695,"1B","1B"
1661,1908,"1B","1B"
1663,1675,"1B","1B"
1663,1688,"1B","1B"
1666,1674,"1B","1B"
1673,1675,"1B","1B"
1673,1698,"1B","1B"
1706,1861,"2B","2B"
1706,1887,"2B","2B"
1719,1748,"3A","3A"
1727,1746,"3B","Teachers"
1731,1746,"3B","Teachers"
1779,1908,"1B","1B"
1782,1859,"3A","3A"
1803,1821,"4B","4B"
1890,1898,"2B","2B"
1912,1920,"1B","1B"
1427,1431,"5B","5B"
1431,1434,"5B","5B"
1457,1522,"5A","5A"
1458,1493,"5A","5A"
1493,1501,"5A","5A"
1493,1516,"5A","5A"
1560,1580,"3B","3B"
1560,1731,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1618,1730,"4A","4A"
1618,1815,"4A","4A"
1664,1908,"1B","1B"
1673,1765,"1B","1B"
1675,1765,"1B","1B"
1706,1887,"2B","2B"
1718,1887,"2B","2B"
1739,1872,"2B","2B"
1757,1778,"1A","1A"
1427,1431,"5B","5B"
1429,1482,"5B","5B"
1429,1592,"5B","5B"
1443,1475,"5B","5B"
1458,1493,"5A","5A"
1458,1637,"5A","5A"
1482,1592,"5B","5B"
1495,1637,"5A","5A"
1552,1555,"3B","3B"
1558,1567,"3B","3B"
1567,1727,"3B","3B"
1601,1892,"4B","4B"
1606,1616,"2A","2A"
1675,1765,"1B","1B"
1687,1779,"1B","1B"
1706,1861,"2B","2B"
1706,1887,"2B","2B"
1719,1748,"3A","3A"
1800,1820,"3A","3A"
1890,1898,"2B","2B"
1429,1482,"5B","5B"
1431,1578,"5B","5B"
1482,1592,"5B","5B"
1552,1555,"3B","3B"
1558,1727,"3B","3B"
1567,1727,"3B","3B"
1606,1616,"2A","2A"
1706,1861,"2B","2B"
1718,1887,"2B","2B"
